Process Element ID,Hierarchy ID,Process Element,Metric Category,"Metric ID
",Metric Name,Formula,Units
20607,8.0,Manage Information Technology (IT),Supplemental Information,107559,Percentage of application-related incidents that is resolved in compliance with service-level agreements (SLAs),Percentage of application-related incidents that are resolved in compliance with service-level agreements (SLAs),percent
20607,8.0,Manage Information Technology (IT),Supplemental Information,105577,"Percentage of total IT cost, excluding depreciation/amortization, allocated to operating costs",Percentage of total IT cost (excluding depreciation/amortization) allocated to IT operating cost,percent
20607,8.0,Manage Information Technology (IT),Supplemental Information,107910,"Percentage of total IT internal personnel cost, excluding depreciation/amortization, allocated to activities other than application development, application maintenance, or infrastructure","Percentage of total IT internal personnel cost allocated to activities other than application development, application maintenance, or infrastructure",percent
20607,8.0,Manage Information Technology (IT),Supplemental Information,107579,Number of external service providers used for application development and maintenance projects per $1 billion revenue,Number of external service providers used for application development and maintenance projects / (Total business entity revenue * 0.000000001),external service providers
20607,8.0,Manage Information Technology (IT),Supplemental Information,107880,Percentage of IT contractors in the IT function,Percentage of IT contractors in the IT function,percent
20607,8.0,Manage Information Technology (IT),Supplemental Information,104985,"Percentage of total IT cost, excluding depreciation/amortization, allocated to IT development and maintenance","(Percentage of IT operating cost (excluding depreciation/amortization) dedicated to process group ""manage enterprise information"" + Percentage of IT operating cost (excluding depreciation/amortization) dedicated to process group ""develop and maintain information technology solutions"")",Percent
20607,8.0,Manage Information Technology (IT),Cost Effectiveness,104999,"Total cost of IT operations, excluding depreciation/amortization, per $1,000 revenue","(Total annual IT cost (excluding depreciation/amortization) * Percentage of total IT cost (excluding depreciation/amortization) allocated to IT operating cost * (Percentage of IT operating cost (excluding depreciation/amortization) dedicated to process group ""deploy information technology solutions"" + Percentage of IT operating cost (excluding depreciation/amortization) dedicated to process ""deliver and support information technology services"")*.0001) / (Total business entity revenue * 0.0010)",Dollars
20607,8.0,Manage Information Technology (IT),Cost Effectiveness,100798,"Total IT cost, including depreciation/amortization, per business entity employee",Total annual IT cost (including depreciation/amortization) / Number of business entity employees,dollars
20607,8.0,Manage Information Technology (IT),Supplemental Information,107878,Percentage of internal IT employees in the IT function,Percentage of internal IT employees in the IT function,percent
20607,8.0,Manage Information Technology (IT),Process Efficiency,100249,Percentage of planned return on investment (ROI) for application development and maintenance projects,Percentage of planned return on investment (ROI) for application development and maintenance projects in the most recent year,percent
